zenodo_row_idx,StudyHours,Attendance,Resources,Extracurricular,Motivation,Internet,Gender,Age,LearningStyle,OnlineCourses,Discussions,AssignmentCompletion,ExamScore,EduTech,StressLevel,FinalGrade,Gender_lbl,Internet_lbl,Extracurricular_lbl,EduTech_lbl,Discussions_lbl,Motivation_lbl,StressLevel_lbl,Resources_lbl,FinalGrade_lbl,LearningStyle_lbl,attendance_norm,assignment_norm,exam_norm,motivation_norm,stress_norm,discussion_norm
127,10,78,2,1,1,1,1,20,3,17,0,85,78,1,2,1,Male,Yes,Yes,Yes,No,Low,Medium,Medium,Merit,Visual,0.4500000000000002,0.7,0.6333333333333334,0.5,1.0,0.0
128,17,68,1,0,1,1,0,19,3,0,1,75,42,1,1,3,Female,Yes,No,Yes,Yes,Low,Low,Low,Fail,Visual,0.20000000000000018,0.5,0.033333333333333326,0.5,0.5,1.0
129,17,68,1,0,1,1,0,24,2,4,1,87,64,1,2,2,Female,Yes,No,Yes,Yes,Low,Medium,Low,Pass,ReadWrite,0.20000000000000018,0.74,0.4,0.5,1.0,1.0
130,17,68,1,0,1,1,0,20,3,19,1,88,49,1,1,3,Female,Yes,No,Yes,Yes,Low,Low,Low,Fail,Visual,0.20000000000000018,0.76,0.15000000000000002,0.5,0.5,1.0
131,17,68,1,1,1,1,0,19,3,0,1,75,42,1,1,3,Female,Yes,Yes,Yes,Yes,Low,Low,Low,Fail,Visual,0.20000000000000018,0.5,0.033333333333333326,0.5,0.5,1.0
132,17,68,1,1,1,1,0,24,2,4,1,87,64,1,2,2,Female,Yes,Yes,Yes,Yes,Low,Medium,Low,Pass,ReadWrite,0.20000000000000018,0.74,0.4,0.5,1.0,1.0
133,17,68,1,1,1,1,0,20,3,19,1,88,49,1,1,3,Female,Yes,Yes,Yes,Yes,Low,Low,Low,Fail,Visual,0.20000000000000018,0.76,0.15000000000000002,0.5,0.5,1.0
134,17,68,1,0,2,1,0,19,3,0,1,75,42,1,1,3,Female,Yes,No,Yes,Yes,Medium,Low,Low,Fail,Visual,0.20000000000000018,0.5,0.033333333333333326,1.0,0.5,1.0
135,17,68,1,0,2,1,0,24,2,4,1,87,64,1,2,2,Female,Yes,No,Yes,Yes,Medium,Medium,Low,Pass,ReadWrite,0.20000000000000018,0.74,0.4,1.0,1.0,1.0
136,17,68,1,0,2,1,0,20,3,19,1,88,49,1,1,3,Female,Yes,No,Yes,Yes,Medium,Low,Low,Fail,Visual,0.20000000000000018,0.76,0.15000000000000002,1.0,0.5,1.0
137,17,68,2,1,1,1,0,19,3,0,1,75,42,1,1,3,Female,Yes,Yes,Yes,Yes,Low,Low,Medium,Fail,Visual,0.20000000000000018,0.5,0.033333333333333326,0.5,0.5,1.0
138,17,68,2,1,1,1,0,24,2,4,1,87,64,1,2,2,Female,Yes,Yes,Yes,Yes,Low,Medium,Medium,Pass,ReadWrite,0.20000000000000018,0.74,0.4,0.5,1.0,1.0
139,17,68,2,1,1,1,0,20,3,19,1,88,49,1,1,3,Female,Yes,Yes,Yes,Yes,Low,Low,Medium,Fail,Visual,0.20000000000000018,0.76,0.15000000000000002,0.5,0.5,1.0
140,17,68,0,1,2,1,0,19,3,0,1,75,42,1,1,3,Female,Yes,Yes,Yes,Yes,Medium,Low,High,Fail,Visual,0.20000000000000018,0.5,0.033333333333333326,1.0,0.5,1.0
141,17,68,0,1,2,1,0,24,2,4,1,87,64,1,2,2,Female,Yes,Yes,Yes,Yes,Medium,Medium,High,Pass,ReadWrite,0.20000000000000018,0.74,0.4,1.0,1.0,1.0
142,17,68,0,1,2,1,0,20,3,19,1,88,49,1,1,3,Female,Yes,Yes,Yes,Yes,Medium,Low,High,Fail,Visual,0.20000000000000018,0.76,0.15000000000000002,1.0,0.5,1.0
143,22,70,1,1,1,1,0,22,3,1,1,74,40,1,2,3,Female,Yes,Yes,Yes,Yes,Low,Medium,Low,Fail,Visual,0.25,0.48,0.0,0.5,1.0,1.0
144,22,70,1,0,0,1,0,22,3,1,1,74,40,1,2,3,Female,Yes,No,Yes,Yes,High,Medium,Low,Fail,Visual,0.25,0.48,0.0,0.0,1.0,1.0
145,22,70,2,1,2,1,0,22,3,1,1,74,40,1,2,3,Female,Yes,Yes,Yes,Yes,Medium,Medium,Medium,Fail,Visual,0.25,0.48,0.0,1.0,1.0,1.0
146,22,70,1,1,0,1,0,22,3,1,1,74,40,1,2,3,Female,Yes,Yes,Yes,Yes,High,Medium,Low,Fail,Visual,0.25,0.48,0.0,0.0,1.0,1.0
147,22,70,2,1,1,1,0,22,3,1,1,74,40,1,2,3,Female,Yes,Yes,Yes,Yes,Low,Medium,Medium,Fail,Visual,0.25,0.48,0.0,0.5,1.0,1.0
148,15,80,1,1,0,1,0,23,2,2,0,50,56,0,1,2,Female,Yes,Yes,No,No,High,Low,Low,Pass,ReadWrite,0.5,0.0,0.2666666666666667,0.0,0.5,0.0
149,15,80,1,1,0,1,0,21,2,7,1,87,89,1,0,0,Female,Yes,Yes,Yes,Yes,High,High,Low,Distinction,ReadWrite,0.5,0.74,0.8166666666666668,0.0,0.0,1.0
150,15,80,1,1,0,1,0,23,1,13,1,56,75,1,2,1,Female,Yes,Yes,Yes,Yes,High,Medium,Low,Merit,Kinesthetic,0.5,0.1200000000000001,0.5833333333333334,0.0,1.0,1.0
151,15,80,2,0,1,1,0,23,2,2,0,50,56,0,1,2,Female,Yes,No,No,No,Low,Low,Medium,Pass,ReadWrite,0.5,0.0,0.2666666666666667,0.5,0.5,0.0
152,15,80,2,0,1,1,0,21,2,7,1,87,89,1,0,0,Female,Yes,No,Yes,Yes,Low,High,Medium,Distinction,ReadWrite,0.5,0.74,0.8166666666666668,0.5,0.0,1.0
153,15,80,2,0,1,1,0,23,1,13,1,56,75,1,2,1,Female,Yes,No,Yes,Yes,Low,Medium,Medium,Merit,Kinesthetic,0.5,0.1200000000000001,0.5833333333333334,0.5,1.0,1.0
154,15,80,0,0,2,1,0,23,2,2,0,50,56,0,1,2,Female,Yes,No,No,No,Medium,Low,High,Pass,ReadWrite,0.5,0.0,0.2666666666666667,1.0,0.5,0.0
155,15,80,0,0,2,1,0,21,2,7,1,87,89,1,0,0,Female,Yes,No,Yes,Yes,Medium,High,High,Distinction,ReadWrite,0.5,0.74,0.8166666666666668,1.0,0.0,1.0
156,15,80,0,0,2,1,0,23,1,13,1,56,75,1,2,1,Female,Yes,No,Yes,Yes,Medium,Medium,High,Merit,Kinesthetic,0.5,0.1200000000000001,0.5833333333333334,1.0,1.0,1.0
157,15,80,1,0,1,1,0,23,2,2,0,50,56,0,1,2,Female,Yes,No,No,No,Low,Low,Low,Pass,ReadWrite,0.5,0.0,0.2666666666666667,0.5,0.5,0.0
158,15,80,1,0,1,1,0,21,2,7,1,87,89,1,0,0,Female,Yes,No,Yes,Yes,Low,High,Low,Distinction,ReadWrite,0.5,0.74,0.8166666666666668,0.5,0.0,1.0
159,15,80,1,0,1,1,0,23,1,13,1,56,75,1,2,1,Female,Yes,No,Yes,Yes,Low,Medium,Low,Merit,Kinesthetic,0.5,0.1200000000000001,0.5833333333333334,0.5,1.0,1.0
160,15,80,1,1,1,1,0,23,2,2,0,50,56,0,1,2,Female,Yes,Yes,No,No,Low,Low,Low,Pass,ReadWrite,0.5,0.0,0.2666666666666667,0.5,0.5,0.0
161,15,80,1,1,1,1,0,21,2,7,1,87,89,1,0,0,Female,Yes,Yes,Yes,Yes,Low,High,Low,Distinction,ReadWrite,0.5,0.74,0.8166666666666668,0.5,0.0,1.0
162,15,80,1,1,1,1,0,23,1,13,1,56,75,1,2,1,Female,Yes,Yes,Yes,Yes,Low,Medium,Low,Merit,Kinesthetic,0.5,0.1200000000000001,0.5833333333333334,0.5,1.0,1.0
163,15,80,1,0,1,1,0,23,2,2,0,50,56,0,1,2,Female,Yes,No,No,No,Low,Low,Low,Pass,ReadWrite,0.5,0.0,0.2666666666666667,0.5,0.5,0.0
164,15,80,1,0,1,1,0,21,2,7,1,87,89,1,0,0,Female,Yes,No,Yes,Yes,Low,High,Low,Distinction,ReadWrite,0.5,0.74,0.8166666666666668,0.5,0.0,1.0
165,15,80,1,0,1,1,0,23,1,13,1,56,75,1,2,1,Female,Yes,No,Yes,Yes,Low,Medium,Low,Merit,Kinesthetic,0.5,0.1200000000000001,0.5833333333333334,0.5,1.0,1.0
166,12,75,2,1,1,1,1,21,0,16,1,66,71,1,2,1,Male,Yes,Yes,Yes,Yes,Low,Medium,Medium,Merit,Auditory,0.375,0.32000000000000006,0.5166666666666667,0.5,1.0,1.0
167,12,75,2,1,1,1,1,22,2,20,1,55,48,1,1,3,Male,Yes,Yes,Yes,Yes,Low,Low,Medium,Fail,ReadWrite,0.375,0.10000000000000009,0.13333333333333341,0.5,0.5,1.0
168,12,75,2,1,1,1,1,21,0,16,1,66,71,1,2,1,Male,Yes,Yes,Yes,Yes,Low,Medium,Medium,Merit,Auditory,0.375,0.32000000000000006,0.5166666666666667,0.5,1.0,1.0
169,12,75,2,1,1,1,1,22,2,20,1,55,48,1,1,3,Male,Yes,Yes,Yes,Yes,Low,Low,Medium,Fail,ReadWrite,0.375,0.10000000000000009,0.13333333333333341,0.5,0.5,1.0
170,29,78,1,0,2,1,0,28,0,2,1,67,91,1,2,0,Female,Yes,No,Yes,Yes,Medium,Medium,Low,Distinction,Auditory,0.4500000000000002,0.3400000000000001,0.85,1.0,1.0,1.0
171,29,78,2,1,1,1,0,28,0,2,1,67,91,1,2,0,Female,Yes,Yes,Yes,Yes,Low,Medium,Medium,Distinction,Auditory,0.4500000000000002,0.3400000000000001,0.85,0.5,1.0,1.0
172,19,99,2,0,1,1,1,25,3,13,1,91,56,1,0,2,Male,Yes,No,Yes,Yes,Low,High,Medium,Pass,Visual,0.9750000000000001,0.8200000000000001,0.2666666666666667,0.5,0.0,1.0
173,19,99,1,0,1,1,1,25,3,13,1,91,56,1,0,2,Male,Yes,No,Yes,Yes,Low,High,Low,Pass,Visual,0.9750000000000001,0.8200000000000001,0.2666666666666667,0.5,0.0,1.0
174,19,99,2,0,0,1,1,25,3,13,1,91,56,1,0,2,Male,Yes,No,Yes,Yes,High,High,Medium,Pass,Visual,0.9750000000000001,0.8200000000000001,0.2666666666666667,0.0,0.0,1.0
175,19,99,2,1,0,1,1,25,3,13,1,91,56,1,0,2,Male,Yes,Yes,Yes,Yes,High,High,Medium,Pass,Visual,0.9750000000000001,0.8200000000000001,0.2666666666666667,0.0,0.0,1.0
176,19,99,0,0,1,1,1,25,3,13,1,91,56,1,0,2,Male,Yes,No,Yes,Yes,Low,High,High,Pass,Visual,0.9750000000000001,0.8200000000000001,0.2666666666666667,0.5,0.0,1.0
177,19,99,1,1,0,1,1,25,3,13,1,91,56,1,0,2,Male,Yes,Yes,Yes,Yes,High,High,Low,Pass,Visual,0.9750000000000001,0.8200000000000001,0.2666666666666667,0.0,0.0,1.0
178,19,99,1,1,1,1,1,25,3,13,1,91,56,1,0,2,Male,Yes,Yes,Yes,Yes,Low,High,Low,Pass,Visual,0.9750000000000001,0.8200000000000001,0.2666666666666667,0.5,0.0,1.0
179,19,99,1,0,1,1,1,25,3,13,1,91,56,1,0,2,Male,Yes,No,Yes,Yes,Low,High,Low,Pass,Visual,0.9750000000000001,0.8200000000000001,0.2666666666666667,0.5,0.0,1.0
180,19,99,0,0,2,1,1,25,3,13,1,91,56,1,0,2,Male,Yes,No,Yes,Yes,Medium,High,High,Pass,Visual,0.9750000000000001,0.8200000000000001,0.2666666666666667,1.0,0.0,1.0
181,19,99,2,1,1,1,1,25,3,13,1,91,56,1,0,2,Male,Yes,Yes,Yes,Yes,Low,High,Medium,Pass,Visual,0.9750000000000001,0.8200000000000001,0.2666666666666667,0.5,0.0,1.0
182,19,99,2,0,0,1,1,25,3,13,1,91,56,1,0,2,Male,Yes,No,Yes,Yes,High,High,Medium,Pass,Visual,0.9750000000000001,0.8200000000000001,0.2666666666666667,0.0,0.0,1.0
183,19,99,1,0,1,1,1,25,3,13,1,91,56,1,0,2,Male,Yes,No,Yes,Yes,Low,High,Low,Pass,Visual,0.9750000000000001,0.8200000000000001,0.2666666666666667,0.5,0.0,1.0
184,20,74,2,0,0,1,0,22,3,3,1,93,97,1,2,0,Female,Yes,No,Yes,Yes,High,Medium,Medium,Distinction,Visual,0.3500000000000001,0.8600000000000001,0.9500000000000001,0.0,1.0,1.0
185,20,74,2,0,0,1,0,24,1,20,1,68,67,0,1,2,Female,Yes,No,No,Yes,High,Low,Medium,Pass,Kinesthetic,0.3500000000000001,0.3600000000000001,0.45000000000000007,0.0,0.5,1.0
186,20,74,2,0,0,1,0,29,0,13,0,80,65,0,0,2,Female,Yes,No,No,No,High,High,Medium,Pass,Auditory,0.3500000000000001,0.6000000000000001,0.41666666666666663,0.0,0.0,0.0
187,20,74,1,1,0,1,0,22,3,3,1,93,97,1,2,0,Female,Yes,Yes,Yes,Yes,High,Medium,Low,Distinction,Visual,0.3500000000000001,0.8600000000000001,0.9500000000000001,0.0,1.0,1.0
188,20,74,1,1,0,1,0,24,1,20,1,68,67,0,1,2,Female,Yes,Yes,No,Yes,High,Low,Low,Pass,Kinesthetic,0.3500000000000001,0.3600000000000001,0.45000000000000007,0.0,0.5,1.0
189,20,74,1,1,0,1,0,29,0,13,0,80,65,0,0,2,Female,Yes,Yes,No,No,High,High,Low,Pass,Auditory,0.3500000000000001,0.6000000000000001,0.41666666666666663,0.0,0.0,0.0
190,20,74,2,1,1,0,0,22,3,3,1,93,97,1,2,0,Female,No,Yes,Yes,Yes,Low,Medium,Medium,Distinction,Visual,0.3500000000000001,0.8600000000000001,0.9500000000000001,0.5,1.0,1.0
191,20,74,2,1,1,0,0,24,1,20,1,68,67,0,1,2,Female,No,Yes,No,Yes,Low,Low,Medium,Pass,Kinesthetic,0.3500000000000001,0.3600000000000001,0.45000000000000007,0.5,0.5,1.0
192,20,74,2,1,1,0,0,29,0,13,0,80,65,0,0,2,Female,No,Yes,No,No,Low,High,Medium,Pass,Auditory,0.3500000000000001,0.6000000000000001,0.41666666666666663,0.5,0.0,0.0
193,20,74,1,1,2,1,0,22,3,3,1,93,97,1,2,0,Female,Yes,Yes,Yes,Yes,Medium,Medium,Low,Distinction,Visual,0.3500000000000001,0.8600000000000001,0.9500000000000001,1.0,1.0,1.0
194,20,74,1,1,2,1,0,24,1,20,1,68,67,0,1,2,Female,Yes,Yes,No,Yes,Medium,Low,Low,Pass,Kinesthetic,0.3500000000000001,0.3600000000000001,0.45000000000000007,1.0,0.5,1.0
195,20,74,1,1,2,1,0,29,0,13,0,80,65,0,0,2,Female,Yes,Yes,No,No,Medium,High,Low,Pass,Auditory,0.3500000000000001,0.6000000000000001,0.41666666666666663,1.0,0.0,0.0
196,20,74,0,1,2,1,0,22,3,3,1,93,97,1,2,0,Female,Yes,Yes,Yes,Yes,Medium,Medium,High,Distinction,Visual,0.3500000000000001,0.8600000000000001,0.9500000000000001,1.0,1.0,1.0
197,20,74,0,1,2,1,0,24,1,20,1,68,67,0,1,2,Female,Yes,Yes,No,Yes,Medium,Low,High,Pass,Kinesthetic,0.3500000000000001,0.3600000000000001,0.45000000000000007,1.0,0.5,1.0
198,20,74,0,1,2,1,0,29,0,13,0,80,65,0,0,2,Female,Yes,Yes,No,No,Medium,High,High,Pass,Auditory,0.3500000000000001,0.6000000000000001,0.41666666666666663,1.0,0.0,0.0
199,11,78,1,1,2,1,1,25,2,4,1,59,77,0,1,1,Male,Yes,Yes,No,Yes,Medium,Low,Low,Merit,ReadWrite,0.4500000000000002,0.17999999999999994,0.6166666666666666,1.0,0.5,1.0
200,11,78,1,1,2,1,1,27,0,15,0,69,77,1,2,1,Male,Yes,Yes,Yes,No,Medium,Medium,Low,Merit,Auditory,0.4500000000000002,0.3800000000000001,0.6166666666666666,1.0,1.0,0.0
201,11,78,1,1,2,1,1,18,0,13,0,62,90,1,2,0,Male,Yes,Yes,Yes,No,Medium,Medium,Low,Distinction,Auditory,0.4500000000000002,0.24,0.8333333333333334,1.0,1.0,0.0
202,11,78,1,1,2,1,1,19,2,3,1,80,98,1,2,0,Male,Yes,Yes,Yes,Yes,Medium,Medium,Low,Distinction,ReadWrite,0.4500000000000002,0.6000000000000001,0.9666666666666667,1.0,1.0,1.0
203,11,78,1,1,2,1,1,21,3,8,1,96,83,1,1,1,Male,Yes,Yes,Yes,Yes,Medium,Low,Low,Merit,Visual,0.4500000000000002,0.9199999999999999,0.7166666666666667,1.0,0.5,1.0
204,11,78,2,1,1,1,1,25,2,4,1,59,77,0,1,1,Male,Yes,Yes,No,Yes,Low,Low,Medium,Merit,ReadWrite,0.4500000000000002,0.17999999999999994,0.6166666666666666,0.5,0.5,1.0
205,11,78,2,1,1,1,1,27,0,15,0,69,77,1,2,1,Male,Yes,Yes,Yes,No,Low,Medium,Medium,Merit,Auditory,0.4500000000000002,0.3800000000000001,0.6166666666666666,0.5,1.0,0.0
206,11,78,2,1,1,1,1,18,0,13,0,62,90,1,2,0,Male,Yes,Yes,Yes,No,Low,Medium,Medium,Distinction,Auditory,0.4500000000000002,0.24,0.8333333333333334,0.5,1.0,0.0
207,11,78,2,1,1,1,1,19,2,3,1,80,98,1,2,0,Male,Yes,Yes,Yes,Yes,Low,Medium,Medium,Distinction,ReadWrite,0.4500000000000002,0.6000000000000001,0.9666666666666667,0.5,1.0,1.0
208,11,78,2,1,1,1,1,21,3,8,1,96,83,1,1,1,Male,Yes,Yes,Yes,Yes,Low,Low,Medium,Merit,Visual,0.4500000000000002,0.9199999999999999,0.7166666666666667,0.5,0.5,1.0
209,17,65,2,1,1,1,0,28,2,12,0,88,72,0,0,1,Female,Yes,Yes,No,No,Low,High,Medium,Merit,ReadWrite,0.125,0.76,0.5333333333333333,0.5,0.0,0.0
210,17,65,2,1,1,1,0,21,1,16,0,79,58,1,2,2,Female,Yes,Yes,Yes,No,Low,Medium,Medium,Pass,Kinesthetic,0.125,0.5800000000000001,0.30000000000000004,0.5,1.0,0.0
211,17,65,2,1,1,1,0,28,2,12,0,88,72,0,0,1,Female,Yes,Yes,No,No,Low,High,Medium,Merit,ReadWrite,0.125,0.76,0.5333333333333333,0.5,0.0,0.0
212,17,65,2,1,1,1,0,21,1,16,0,79,58,1,2,2,Female,Yes,Yes,Yes,No,Low,Medium,Medium,Pass,Kinesthetic,0.125,0.5800000000000001,0.30000000000000004,0.5,1.0,0.0
213,17,65,0,1,1,1,0,28,2,12,0,88,72,0,0,1,Female,Yes,Yes,No,No,Low,High,High,Merit,ReadWrite,0.125,0.76,0.5333333333333333,0.5,0.0,0.0
214,17,65,0,1,1,1,0,21,1,16,0,79,58,1,2,2,Female,Yes,Yes,Yes,No,Low,Medium,High,Pass,Kinesthetic,0.125,0.5800000000000001,0.30000000000000004,0.5,1.0,0.0
215,17,65,1,0,1,1,0,28,2,12,0,88,72,0,0,1,Female,Yes,No,No,No,Low,High,Low,Merit,ReadWrite,0.125,0.76,0.5333333333333333,0.5,0.0,0.0
216,17,65,1,0,1,1,0,21,1,16,0,79,58,1,2,2,Female,Yes,No,Yes,No,Low,Medium,Low,Pass,Kinesthetic,0.125,0.5800000000000001,0.30000000000000004,0.5,1.0,0.0
217,17,65,1,0,1,1,0,28,2,12,0,88,72,0,0,1,Female,Yes,No,No,No,Low,High,Low,Merit,ReadWrite,0.125,0.76,0.5333333333333333,0.5,0.0,0.0
218,17,65,1,0,1,1,0,21,1,16,0,79,58,1,2,2,Female,Yes,No,Yes,No,Low,Medium,Low,Pass,Kinesthetic,0.125,0.5800000000000001,0.30000000000000004,0.5,1.0,0.0
219,21,62,0,1,2,1,1,26,2,9,1,65,46,0,2,3,Male,Yes,Yes,No,Yes,Medium,Medium,High,Fail,ReadWrite,0.050000000000000044,0.30000000000000004,0.09999999999999998,1.0,1.0,1.0
220,21,62,0,0,2,1,1,26,2,9,1,65,46,0,2,3,Male,Yes,No,No,Yes,Medium,Medium,High,Fail,ReadWrite,0.050000000000000044,0.30000000000000004,0.09999999999999998,1.0,1.0,1.0
221,21,62,1,0,1,1,1,26,2,9,1,65,46,0,2,3,Male,Yes,No,No,Yes,Low,Medium,Low,Fail,ReadWrite,0.050000000000000044,0.30000000000000004,0.09999999999999998,0.5,1.0,1.0
222,13,91,1,0,1,1,0,19,0,7,1,64,63,0,1,2,Female,Yes,No,No,Yes,Low,Low,Low,Pass,Auditory,0.7749999999999999,0.28,0.3833333333333334,0.5,0.5,1.0
223,13,91,1,0,1,1,0,25,3,12,0,73,77,0,2,1,Female,Yes,No,No,No,Low,Medium,Low,Merit,Visual,0.7749999999999999,0.45999999999999996,0.6166666666666666,0.5,1.0,0.0
224,13,91,1,0,1,1,0,21,0,13,1,98,100,0,2,0,Female,Yes,No,No,Yes,Low,Medium,Low,Distinction,Auditory,0.7749999999999999,0.96,1.0,0.5,1.0,1.0
225,13,91,1,0,1,1,0,29,1,3,1,66,90,1,2,0,Female,Yes,No,Yes,Yes,Low,Medium,Low,Distinction,Kinesthetic,0.7749999999999999,0.32000000000000006,0.8333333333333334,0.5,1.0,1.0
226,13,91,1,0,1,1,0,28,1,11,1,85,46,1,2,3,Female,Yes,No,Yes,Yes,Low,Medium,Low,Fail,Kinesthetic,0.7749999999999999,0.7,0.09999999999999998,0.5,1.0,1.0
227,13,91,1,0,1,1,0,19,2,18,0,89,61,0,2,2,Female,Yes,No,No,No,Low,Medium,Low,Pass,ReadWrite,0.7749999999999999,0.78,0.35,0.5,1.0,0.0
228,13,91,1,1,1,1,0,19,0,7,1,64,63,0,1,2,Female,Yes,Yes,No,Yes,Low,Low,Low,Pass,Auditory,0.7749999999999999,0.28,0.3833333333333334,0.5,0.5,1.0
229,13,91,1,1,1,1,0,25,3,12,0,73,77,0,2,1,Female,Yes,Yes,No,No,Low,Medium,Low,Merit,Visual,0.7749999999999999,0.45999999999999996,0.6166666666666666,0.5,1.0,0.0
230,13,91,1,1,1,1,0,21,0,13,1,98,100,0,2,0,Female,Yes,Yes,No,Yes,Low,Medium,Low,Distinction,Auditory,0.7749999999999999,0.96,1.0,0.5,1.0,1.0
231,13,91,1,1,1,1,0,29,1,3,1,66,90,1,2,0,Female,Yes,Yes,Yes,Yes,Low,Medium,Low,Distinction,Kinesthetic,0.7749999999999999,0.32000000000000006,0.8333333333333334,0.5,1.0,1.0
232,13,91,1,1,1,1,0,28,1,11,1,85,46,1,2,3,Female,Yes,Yes,Yes,Yes,Low,Medium,Low,Fail,Kinesthetic,0.7749999999999999,0.7,0.09999999999999998,0.5,1.0,1.0
233,13,91,1,1,1,1,0,19,2,18,0,89,61,0,2,2,Female,Yes,Yes,No,No,Low,Medium,Low,Pass,ReadWrite,0.7749999999999999,0.78,0.35,0.5,1.0,0.0
234,22,83,2,1,1,1,1,28,2,11,0,96,75,1,2,1,Male,Yes,Yes,Yes,No,Low,Medium,Medium,Merit,ReadWrite,0.5750000000000002,0.9199999999999999,0.5833333333333334,0.5,1.0,0.0
235,22,83,1,1,2,1,1,28,2,11,0,96,75,1,2,1,Male,Yes,Yes,Yes,No,Medium,Medium,Low,Merit,ReadWrite,0.5750000000000002,0.9199999999999999,0.5833333333333334,1.0,1.0,0.0
236,22,83,1,1,2,0,1,28,2,11,0,96,75,1,2,1,Male,No,Yes,Yes,No,Medium,Medium,Low,Merit,ReadWrite,0.5750000000000002,0.9199999999999999,0.5833333333333334,1.0,1.0,0.0
237,22,83,1,1,2,1,1,28,2,11,0,96,75,1,2,1,Male,Yes,Yes,Yes,No,Medium,Medium,Low,Merit,ReadWrite,0.5750000000000002,0.9199999999999999,0.5833333333333334,1.0,1.0,0.0
238,22,83,0,1,1,1,1,28,2,11,0,96,75,1,2,1,Male,Yes,Yes,Yes,No,Low,Medium,High,Merit,ReadWrite,0.5750000000000002,0.9199999999999999,0.5833333333333334,0.5,1.0,0.0
239,16,90,1,0,1,1,0,19,1,0,1,90,52,0,2,3,Female,Yes,No,No,Yes,Low,Medium,Low,Fail,Kinesthetic,0.75,0.8,0.20000000000000007,0.5,1.0,1.0
240,16,90,1,0,2,0,0,19,1,0,1,90,52,0,2,3,Female,No,No,No,Yes,Medium,Medium,Low,Fail,Kinesthetic,0.75,0.8,0.20000000000000007,1.0,1.0,1.0
241,16,90,2,1,1,1,0,19,1,0,1,90,52,0,2,3,Female,Yes,Yes,No,Yes,Low,Medium,Medium,Fail,Kinesthetic,0.75,0.8,0.20000000000000007,0.5,1.0,1.0
242,16,90,1,0,1,1,0,19,1,0,1,90,52,0,2,3,Female,Yes,No,No,Yes,Low,Medium,Low,Fail,Kinesthetic,0.75,0.8,0.20000000000000007,0.5,1.0,1.0
243,16,90,2,1,2,1,0,19,1,0,1,90,52,0,2,3,Female,Yes,Yes,No,Yes,Medium,Medium,Medium,Fail,Kinesthetic,0.75,0.8,0.20000000000000007,1.0,1.0,1.0
244,18,66,2,0,0,1,1,22,1,3,0,50,73,1,1,1,Male,Yes,No,Yes,No,High,Low,Medium,Merit,Kinesthetic,0.15000000000000013,0.0,0.5499999999999999,0.0,0.5,0.0
245,18,66,2,0,0,1,1,27,2,11,0,57,60,1,0,2,Male,Yes,No,Yes,No,High,High,Medium,Pass,ReadWrite,0.15000000000000013,0.14000000000000012,0.33333333333333337,0.0,0.0,0.0
246,18,66,1,0,1,1,1,22,1,3,0,50,73,1,1,1,Male,Yes,No,Yes,No,Low,Low,Low,Merit,Kinesthetic,0.15000000000000013,0.0,0.5499999999999999,0.5,0.5,0.0
247,18,66,1,0,1,1,1,27,2,11,0,57,60,1,0,2,Male,Yes,No,Yes,No,Low,High,Low,Pass,ReadWrite,0.15000000000000013,0.14000000000000012,0.33333333333333337,0.5,0.0,0.0
248,18,66,2,0,1,1,1,22,1,3,0,50,73,1,1,1,Male,Yes,No,Yes,No,Low,Low,Medium,Merit,Kinesthetic,0.15000000000000013,0.0,0.5499999999999999,0.5,0.5,0.0
249,18,66,2,0,1,1,1,27,2,11,0,57,60,1,0,2,Male,Yes,No,Yes,No,Low,High,Medium,Pass,ReadWrite,0.15000000000000013,0.14000000000000012,0.33333333333333337,0.5,0.0,0.0
250,18,66,2,1,1,1,1,22,1,3,0,50,73,1,1,1,Male,Yes,Yes,Yes,No,Low,Low,Medium,Merit,Kinesthetic,0.15000000000000013,0.0,0.5499999999999999,0.5,0.5,0.0
251,18,66,2,1,1,1,1,27,2,11,0,57,60,1,0,2,Male,Yes,Yes,Yes,No,Low,High,Medium,Pass,ReadWrite,0.15000000000000013,0.14000000000000012,0.33333333333333337,0.5,0.0,0.0
252,18,66,1,1,0,0,1,22,1,3,0,50,73,1,1,1,Male,No,Yes,Yes,No,High,Low,Low,Merit,Kinesthetic,0.15000000000000013,0.0,0.5499999999999999,0.0,0.5,0.0
253,18,66,1,1,0,0,1,27,2,11,0,57,60,1,0,2,Male,No,Yes,Yes,No,High,High,Low,Pass,ReadWrite,0.15000000000000013,0.14000000000000012,0.33333333333333337,0.0,0.0,0.0
254,18,66,2,1,1,0,1,22,1,3,0,50,73,1,1,1,Male,No,Yes,Yes,No,Low,Low,Medium,Merit,Kinesthetic,0.15000000000000013,0.0,0.5499999999999999,0.5,0.5,0.0
255,18,66,2,1,1,0,1,27,2,11,0,57,60,1,0,2,Male,No,Yes,Yes,No,Low,High,Medium,Pass,ReadWrite,0.15000000000000013,0.14000000000000012,0.33333333333333337,0.5,0.0,0.0
256,18,66,1,1,2,1,1,22,1,3,0,50,73,1,1,1,Male,Yes,Yes,Yes,No,Medium,Low,Low,Merit,Kinesthetic,0.15000000000000013,0.0,0.5499999999999999,1.0,0.5,0.0
257,18,66,1,1,2,1,1,27,2,11,0,57,60,1,0,2,Male,Yes,Yes,Yes,No,Medium,High,Low,Pass,ReadWrite,0.15000000000000013,0.14000000000000012,0.33333333333333337,1.0,0.0,0.0
